locus_tag	ftype	length_bp	gene	EC_number	COG	product
54138_Lkimchicus_01318	CDS	927	lytG	3.2.1.-	COG1705	Exo-glucosaminidase LytG
54138_Lkimchicus_01319	CDS	1092	btuD_2	3.6.3.33		Vitamin B12 import ATP-binding protein BtuD
54138_Lkimchicus_01320	CDS	312				hypothetical protein
54138_Lkimchicus_01321	tRNA	75				tRNA-Asn(gtt)
54138_Lkimchicus_01322	CDS	954	ppx	3.6.1.11	COG0248	Exopolyphosphatase
54138_Lkimchicus_01323	CDS	2166	ppk	2.7.4.1	COG0855	Polyphosphate kinase
54138_Lkimchicus_01324	CDS	1530	gppA_1	3.6.1.40		Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase
54138_Lkimchicus_01325	CDS	816				hypothetical protein
54138_Lkimchicus_01326	CDS	450				hypothetical protein
54138_Lkimchicus_01327	CDS	426	ohrB		COG1764	Organic hydroperoxide resistance protein OhrB
54138_Lkimchicus_01328	CDS	168				hypothetical protein
54138_Lkimchicus_01329	CDS	153				hypothetical protein
54138_Lkimchicus_01330	CDS	1173				hypothetical protein
54138_Lkimchicus_01331	CDS	477	proX		COG3760	Prolyl-tRNA editing protein ProX
54138_Lkimchicus_01332	CDS	366				hypothetical protein
54138_Lkimchicus_01333	CDS	174				hypothetical protein
54138_Lkimchicus_01334	CDS	1152	xerC_4			Tyrosine recombinase XerC
54138_Lkimchicus_01335	CDS	999				hypothetical protein
54138_Lkimchicus_01336	CDS	735				hypothetical protein
54138_Lkimchicus_01337	CDS	708				hypothetical protein
54138_Lkimchicus_01338	CDS	279				hypothetical protein
54138_Lkimchicus_01339	CDS	90				hypothetical protein
54138_Lkimchicus_01340	CDS	102				hypothetical protein
54138_Lkimchicus_01341	CDS	228				hypothetical protein
54138_Lkimchicus_01342	CDS	270				hypothetical protein
54138_Lkimchicus_01343	CDS	348				hypothetical protein
54138_Lkimchicus_01344	CDS	348				hypothetical protein
54138_Lkimchicus_01345	CDS	837				hypothetical protein
54138_Lkimchicus_01346	CDS	273				hypothetical protein
54138_Lkimchicus_01347	CDS	168				hypothetical protein
54138_Lkimchicus_01348	CDS	477				hypothetical protein
54138_Lkimchicus_01349	CDS	486				hypothetical protein
54138_Lkimchicus_01350	CDS	387				hypothetical protein
54138_Lkimchicus_01351	CDS	243				hypothetical protein
54138_Lkimchicus_01352	CDS	267				hypothetical protein
54138_Lkimchicus_01353	tmRNA	370	ssrA			transfer-messenger RNA, SsrA
54138_Lkimchicus_01354	CDS	774		3.1.3.-		Putative phosphatase M6_Spy0533
54138_Lkimchicus_01355	CDS	693				hypothetical protein
54138_Lkimchicus_01356	CDS	816	srrA_1		COG0745	Transcriptional regulatory protein SrrA
54138_Lkimchicus_01357	CDS	1455	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
54138_Lkimchicus_01358	CDS	861	glcU		COG4975	Probable glucose uptake protein GlcU
54138_Lkimchicus_01359	CDS	1347	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
54138_Lkimchicus_01360	CDS	519				hypothetical protein
54138_Lkimchicus_01361	CDS	1041	ilvE	2.6.1.42		Probable branched-chain-amino-acid aminotransferase
54138_Lkimchicus_01362	CDS	330				hypothetical protein
54138_Lkimchicus_01363	CDS	165				hypothetical protein
54138_Lkimchicus_01364	tRNA	75				tRNA-Glu(ctc)
54138_Lkimchicus_01365	tRNA	76				tRNA-Gln(ctg)
54138_Lkimchicus_01366	CDS	1020				hypothetical protein
54138_Lkimchicus_01367	CDS	963	yvyI	5.3.1.8	COG1482	Putative mannose-6-phosphate isomerase YvyI
54138_Lkimchicus_01368	CDS	705	cobQ			Cobyric acid synthase
54138_Lkimchicus_01369	CDS	1353	murF_1	6.3.2.10		UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
54138_Lkimchicus_01370	CDS	585	tdk	2.7.1.21	COG1435	Thymidine kinase
54138_Lkimchicus_01371	CDS	1083	prfA		COG0216	Peptide chain release factor 1
54138_Lkimchicus_01372	CDS	861	prmC	2.1.1.297		Release factor glutamine methyltransferase
54138_Lkimchicus_01373	CDS	1023	ywlC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
54138_Lkimchicus_01374	CDS	1260	glyA	2.1.2.1		Serine hydroxymethyltransferase
54138_Lkimchicus_01375	CDS	630	upp	2.4.2.9		Uracil phosphoribosyltransferase
54138_Lkimchicus_01376	CDS	720	atpB		COG0356	ATP synthase subunit a
54138_Lkimchicus_01377	CDS	213	atpE			ATP synthase subunit c
54138_Lkimchicus_01378	CDS	516	atpF		COG0711	ATP synthase subunit b
54138_Lkimchicus_01379	CDS	543	atpH		COG0712	ATP synthase subunit delta
54138_Lkimchicus_01380	CDS	1539	atpA	3.6.3.14	COG0056	ATP synthase subunit alpha
54138_Lkimchicus_01381	CDS	897	atpG		COG0224	ATP synthase gamma chain
54138_Lkimchicus_01382	CDS	1413	atpD	3.6.3.14	COG0055	ATP synthase subunit beta
54138_Lkimchicus_01383	CDS	429	atpC		COG0355	ATP synthase epsilon chain
54138_Lkimchicus_01384	CDS	231				hypothetical protein
54138_Lkimchicus_01385	CDS	1305	murAA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1
54138_Lkimchicus_01386	CDS	1011	mbl		COG1077	MreB-like protein
54138_Lkimchicus_01387	CDS	276			COG0759	Putative membrane protein insertion efficiency factor
54138_Lkimchicus_01388	CDS	222				hypothetical protein
54138_Lkimchicus_01389	CDS	1206	rodA	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase RodA
54138_Lkimchicus_01390	CDS	303	gcvH_1		COG0509	Glycine cleavage system H protein
54138_Lkimchicus_01391	CDS	1035	metN2	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN 2
54138_Lkimchicus_01392	CDS	684	metP_2		COG2011	Methionine import system permease protein MetP
54138_Lkimchicus_01393	CDS	828	metQ_2		COG1464	Methionine-binding lipoprotein MetQ
54138_Lkimchicus_01394	CDS	756	bceA		COG1136	Bacitracin export ATP-binding protein BceA
54138_Lkimchicus_01395	CDS	1821	yxdM			ABC transporter permease protein YxdM
54138_Lkimchicus_01396	CDS	372				hypothetical protein
54138_Lkimchicus_01397	CDS	873	ytrB		COG1131	ABC transporter ATP-binding protein YtrB
54138_Lkimchicus_01398	CDS	777				hypothetical protein
54138_Lkimchicus_01399	CDS	972				hypothetical protein
54138_Lkimchicus_01400	CDS	1650				hypothetical protein
54138_Lkimchicus_01401	CDS	285	tag_3	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
54138_Lkimchicus_01402	CDS	498				Putative universal stress protein SA1532
54138_Lkimchicus_01403	CDS	288				hypothetical protein
54138_Lkimchicus_01404	CDS	1284			COG2256	Uncharacterized AAA domain-containing protein Rv2559c
54138_Lkimchicus_01405	CDS	468				hypothetical protein
54138_Lkimchicus_01406	CDS	603				UPF0637 protein SA0957
54138_Lkimchicus_01407	CDS	609	rpsD		COG0522	30S ribosomal protein S4
54138_Lkimchicus_01408	CDS	468	msrC	1.8.4.14	COG1956	Free methionine-R-sulfoxide reductase
54138_Lkimchicus_01409	CDS	1737	ezrA			Septation ring formation regulator EzrA
54138_Lkimchicus_01410	CDS	1176	iscS_2	2.8.1.7	COG1104	Cysteine desulfurase IscS
54138_Lkimchicus_01411	CDS	1218	thiI	2.8.1.4	COG0301	Probable tRNA sulfurtransferase
54138_Lkimchicus_01412	CDS	510	tpx	1.11.1.15	COG2077	Thiol peroxidase
54138_Lkimchicus_01413	CDS	2670	valS	6.1.1.9		Valine--tRNA ligase
54138_Lkimchicus_01414	CDS	1314	fpgS_1	6.3.2.17		Folylpolyglutamate synthase
54138_Lkimchicus_01415	CDS	1005	mreB		COG1077	Rod shape-determining protein MreB
54138_Lkimchicus_01416	CDS	864	mreC		COG1792	Cell shape-determining protein MreC
54138_Lkimchicus_01417	CDS	525				hypothetical protein
54138_Lkimchicus_01418	CDS	699	minC		COG0850	Septum site-determining protein MinC
54138_Lkimchicus_01419	CDS	804	minD		COG2894	Septum site-determining protein MinD
54138_Lkimchicus_01420	CDS	648	artQ		COG0765	Arginine transport system permease protein ArtQ
54138_Lkimchicus_01421	CDS	642	glnQ_2		COG1126	Glutamine transport ATP-binding protein GlnQ
54138_Lkimchicus_01422	CDS	846	artP		COG0834	Arginine-binding extracellular protein ArtP
54138_Lkimchicus_01423	CDS	1449	clsA_1	2.7.8.-	COG1502	Major cardiolipin synthase ClsA
54138_Lkimchicus_01424	CDS	1356	yclM_1	2.7.2.4	COG0527	Aspartokinase 3
54138_Lkimchicus_01425	CDS	1272				hypothetical protein
54138_Lkimchicus_01426	CDS	1293				hypothetical protein
54138_Lkimchicus_01427	CDS	933				hypothetical protein
54138_Lkimchicus_01428	CDS	576	pgsA	2.7.8.5		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
54138_Lkimchicus_01429	CDS	1248	cinA		COG1058	Putative competence-damage inducible protein
54138_Lkimchicus_01430	CDS	1560	rny_1	3.1.-.-	COG1418	Ribonuclease Y
54138_Lkimchicus_01431	CDS	804	ymdB_1	3.1.4.16	COG1692	2',3'-cyclic-nucleotide 2'-phosphodiesterase
54138_Lkimchicus_01432	CDS	2613	mutS		COG0249	DNA mismatch repair protein MutS
54138_Lkimchicus_01433	CDS	1953	mutL		COG0323	DNA mismatch repair protein MutL
54138_Lkimchicus_01434	CDS	237	ykuJ		COG4703	Uncharacterized protein YkuJ
54138_Lkimchicus_01435	CDS	2058	ltaS1_1		COG1368	Lipoteichoic acid synthase 1
54138_Lkimchicus_01436	CDS	141				hypothetical protein
54138_Lkimchicus_01437	CDS	252				hypothetical protein
54138_Lkimchicus_01438	CDS	561				Stress response regulator gls24 homolog
54138_Lkimchicus_01439	CDS	186				hypothetical protein
54138_Lkimchicus_01440	CDS	561				hypothetical protein
54138_Lkimchicus_01441	CDS	279				hypothetical protein
54138_Lkimchicus_01442	CDS	852				hypothetical protein
54138_Lkimchicus_01443	CDS	585				hypothetical protein
54138_Lkimchicus_01444	CDS	2106				hypothetical protein
54138_Lkimchicus_01445	CDS	300				hypothetical protein
54138_Lkimchicus_01446	CDS	1482				hypothetical protein
54138_Lkimchicus_01447	CDS	228				hypothetical protein
54138_Lkimchicus_01448	CDS	252				hypothetical protein
54138_Lkimchicus_01449	CDS	204				hypothetical protein
54138_Lkimchicus_01450	CDS	3537				hypothetical protein
54138_Lkimchicus_01451	CDS	2484				hypothetical protein
54138_Lkimchicus_01452	CDS	969				hypothetical protein
54138_Lkimchicus_01453	CDS	300				hypothetical protein
54138_Lkimchicus_01454	CDS	729				hypothetical protein
54138_Lkimchicus_01455	CDS	963				hypothetical protein
54138_Lkimchicus_01456	CDS	462				hypothetical protein
54138_Lkimchicus_01457	CDS	264				hypothetical protein
54138_Lkimchicus_01458	CDS	231				hypothetical protein
54138_Lkimchicus_01459	CDS	903				hypothetical protein
54138_Lkimchicus_01460	CDS	312				hypothetical protein
54138_Lkimchicus_01461	CDS	627				hypothetical protein
54138_Lkimchicus_01462	CDS	804				hypothetical protein
54138_Lkimchicus_01463	CDS	339				hypothetical protein
54138_Lkimchicus_01464	CDS	1434	ribZ_4			Riboflavin transporter RibZ
54138_Lkimchicus_01465	CDS	873		1.1.1.373		3-sulfolactaldehyde reductase
54138_Lkimchicus_01466	CDS	369				hypothetical protein
54138_Lkimchicus_01467	CDS	1845	pcp_1	3.4.21.100		Pseudomonalisin
54138_Lkimchicus_01468	CDS	1836				hypothetical protein
54138_Lkimchicus_01469	CDS	657				hypothetical protein
54138_Lkimchicus_01470	CDS	123				hypothetical protein
54138_Lkimchicus_01471	CDS	405				hypothetical protein
54138_Lkimchicus_01472	CDS	1635				hypothetical protein
54138_Lkimchicus_01473	CDS	1419				hypothetical protein
54138_Lkimchicus_01474	CDS	1236		2.4.1.336	COG1215	Beta-monoglucosyldiacylglycerol synthase
54138_Lkimchicus_01475	CDS	417				hypothetical protein
54138_Lkimchicus_01476	CDS	1194				hypothetical protein
54138_Lkimchicus_01477	CDS	1923	oatA	2.3.1.-		O-acetyltransferase OatA
54138_Lkimchicus_01478	CDS	399				hypothetical protein
54138_Lkimchicus_01479	CDS	597				hypothetical protein
54138_Lkimchicus_01480	CDS	258				hypothetical protein
54138_Lkimchicus_01481	CDS	225				hypothetical protein
54138_Lkimchicus_01482	CDS	618	ycaC	4.-.-.-	COG1335	Probable hydrolase YcaC
54138_Lkimchicus_01483	CDS	795				hypothetical protein
54138_Lkimchicus_01484	CDS	348				hypothetical protein
54138_Lkimchicus_01485	CDS	105				hypothetical protein
54138_Lkimchicus_01486	CDS	693				hypothetical protein
54138_Lkimchicus_01487	CDS	414				hypothetical protein
54138_Lkimchicus_01488	CDS	1890				hypothetical protein
54138_Lkimchicus_01489	CDS	1437				hypothetical protein
54138_Lkimchicus_01490	CDS	117				hypothetical protein
54138_Lkimchicus_01491	CDS	567				hypothetical protein
54138_Lkimchicus_01492	CDS	1164	urdA	1.3.99.33	COG1053	Urocanate reductase
54138_Lkimchicus_01493	CDS	900		1.1.1.35	COG1250	3-hydroxybutyryl-CoA dehydrogenase
54138_Lkimchicus_01494	CDS	1197	naiP_1			Putative niacin/nicotinamide transporter NaiP
54138_Lkimchicus_01495	CDS	507	nadR		COG1827	Transcription repressor NadR
54138_Lkimchicus_01496	CDS	876	degV_2		COG1307	Protein DegV
54138_Lkimchicus_01497	CDS	174				hypothetical protein
54138_Lkimchicus_01498	CDS	537	ydaF	2.3.1.-	COG1670	Putative ribosomal N-acetyltransferase YdaF
54138_Lkimchicus_01499	CDS	1437	gabD1	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)] 1
54138_Lkimchicus_01500	CDS	357				S-layer protein
54138_Lkimchicus_01501	CDS	813				hypothetical protein
54138_Lkimchicus_01502	CDS	888				S-layer protein
54138_Lkimchicus_01503	CDS	1191				hypothetical protein
54138_Lkimchicus_01504	CDS	450				hypothetical protein
54138_Lkimchicus_01505	CDS	543				hypothetical protein
54138_Lkimchicus_01506	CDS	3186				hypothetical protein
54138_Lkimchicus_01507	CDS	3582				hypothetical protein
54138_Lkimchicus_01508	CDS	681	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
54138_Lkimchicus_01509	CDS	804	deoB_1	5.4.2.7		Phosphopentomutase
54138_Lkimchicus_01510	CDS	1272	nupG		COG1972	Purine nucleoside transport protein NupG
54138_Lkimchicus_01511	CDS	1302	pbuO		COG2252	Guanine/hypoxanthine permease PbuO
54138_Lkimchicus_01512	CDS	915	rihC_2	3.2.-.-	COG1957	Non-specific ribonucleoside hydrolase RihC
54138_Lkimchicus_01513	CDS	732	rsmG	2.1.1.-	COG0357	Ribosomal RNA small subunit methyltransferase G
54138_Lkimchicus_01514	CDS	831	noc		COG1475	Nucleoid occlusion protein
54138_Lkimchicus_01515	CDS	768	soj_1	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
54138_Lkimchicus_01516	CDS	885	spo0J		COG1475	Stage 0 sporulation protein J
54138_Lkimchicus_01517	CDS	192				hypothetical protein
54138_Lkimchicus_01518	CDS	1101	ychF		COG0012	Ribosome-binding ATPase YchF
54138_Lkimchicus_01519	CDS	735				hypothetical protein
54138_Lkimchicus_01520	CDS	1140	guaB	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
54138_Lkimchicus_01521	CDS	1323	xylP_3			Isoprimeverose transporter
54138_Lkimchicus_01522	CDS	690	srrA_2		COG0745	Transcriptional regulatory protein SrrA
54138_Lkimchicus_01523	CDS	1206	sasA_3	2.7.-.-		Adaptive-response sensory-kinase SasA
54138_Lkimchicus_01524	CDS	1323	dacA	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacA
54138_Lkimchicus_01525	CDS	792	ygaZ		COG1296	Inner membrane protein YgaZ
54138_Lkimchicus_01526	CDS	345				hypothetical protein
54138_Lkimchicus_01527	CDS	1602	gtf1_1	2.4.1.-	COG0438	Glycosyltransferase Gtf1
54138_Lkimchicus_01528	CDS	1515	gtf1_2	2.4.1.-		Glycosyltransferase Gtf1
54138_Lkimchicus_01529	CDS	1731				hypothetical protein
54138_Lkimchicus_01530	CDS	3129				hypothetical protein
54138_Lkimchicus_01531	CDS	1047	cfa_1	2.1.1.79	COG2230	Cyclopropane-fatty-acyl-phospholipid synthase
54138_Lkimchicus_01532	CDS	921				hypothetical protein
54138_Lkimchicus_01533	CDS	1104				hypothetical protein
54138_Lkimchicus_01534	CDS	615	spsB_2	3.4.21.89		Signal peptidase IB
54138_Lkimchicus_01535	CDS	693	gpmA_3	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
54138_Lkimchicus_01536	CDS	228				hypothetical protein
54138_Lkimchicus_01537	CDS	585				hypothetical protein
54138_Lkimchicus_01538	CDS	870	hcaB	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
54138_Lkimchicus_01539	CDS	1164				hypothetical protein
54138_Lkimchicus_01540	CDS	762	fabG2	1.-.-.-		Uncharacterized oxidoreductase Rv1350
54138_Lkimchicus_01541	CDS	555				hypothetical protein
54138_Lkimchicus_01542	CDS	612				hypothetical protein
54138_Lkimchicus_01543	CDS	639				hypothetical protein
54138_Lkimchicus_01544	CDS	108				hypothetical protein
54138_Lkimchicus_01545	CDS	1116		1.14.13.-	COG0492	Baeyer-Villiger flavin-containing monooxygenase
54138_Lkimchicus_01546	CDS	1104	amtB			Ammonia channel
54138_Lkimchicus_01547	CDS	177	rpmF_2			50S ribosomal protein L32
54138_Lkimchicus_01548	CDS	312				hypothetical protein
54138_Lkimchicus_01549	CDS	621				hypothetical protein
54138_Lkimchicus_01550	CDS	525				hypothetical protein
54138_Lkimchicus_01551	CDS	150				hypothetical protein
54138_Lkimchicus_01552	CDS	783				hypothetical protein
54138_Lkimchicus_01553	CDS	171				hypothetical protein
54138_Lkimchicus_01554	CDS	480	hrtA	3.6.3.-		Putative hemin import ATP-binding protein HrtA
54138_Lkimchicus_01555	CDS	96				hypothetical protein
54138_Lkimchicus_01556	CDS	2460	xpkA_1	4.1.2.9		Xylulose-5-phosphate phosphoketolase
54138_Lkimchicus_01557	CDS	894				hypothetical protein
54138_Lkimchicus_01558	CDS	642				hypothetical protein
54138_Lkimchicus_01559	CDS	576				hypothetical protein
54138_Lkimchicus_01560	CDS	1041	adh	1.1.1.1	COG1063	Alcohol dehydrogenase
54138_Lkimchicus_01561	CDS	1476			COG1132	Uncharacterized ABC transporter ATP-binding protein Rv1273c
54138_Lkimchicus_01562	CDS	264		3.6.3.-		Putative multidrug export ATP-binding/permease protein SA1683
54138_Lkimchicus_01563	CDS	2097	btuD_3	3.6.3.33		Vitamin B12 import ATP-binding protein BtuD
54138_Lkimchicus_01564	CDS	705				hypothetical protein
54138_Lkimchicus_01565	CDS	885				hypothetical protein
54138_Lkimchicus_01566	CDS	624				hypothetical protein
54138_Lkimchicus_01567	CDS	672	larR		COG0664	Lactate racemization regulatory protein
54138_Lkimchicus_01568	CDS	711	larD		COG0580	D/L-lactic acid transporter
54138_Lkimchicus_01569	CDS	1008	asnA	6.3.1.1	COG2502	Aspartate--ammonia ligase
54138_Lkimchicus_01570	CDS	900	gtaB_2	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
54138_Lkimchicus_01571	CDS	1590	mntH_2			Divalent metal cation transporter MntH
54138_Lkimchicus_01572	CDS	435				Putative universal stress protein SA1532
54138_Lkimchicus_01573	CDS	846	yvgN_1	1.1.1.-	COG0656	Glyoxal reductase
54138_Lkimchicus_01574	CDS	687	yfnB	3.-.-.-	COG1011	Putative HAD-hydrolase YfnB
54138_Lkimchicus_01575	CDS	1374				hypothetical protein
54138_Lkimchicus_01576	CDS	402				hypothetical protein
54138_Lkimchicus_01577	CDS	396				hypothetical protein
54138_Lkimchicus_01578	CDS	765	yaaA		COG3022	UPF0246 protein YaaA
54138_Lkimchicus_01579	CDS	243				hypothetical protein
54138_Lkimchicus_01580	CDS	201	cspL		COG1278	Cold shock protein 2
54138_Lkimchicus_01581	CDS	375	crcB_1			Putative fluoride ion transporter CrcB
54138_Lkimchicus_01582	CDS	354	crcB_2			Putative fluoride ion transporter CrcB
54138_Lkimchicus_01583	CDS	462	bsaA			Glutathione peroxidase homolog BsaA
54138_Lkimchicus_01584	CDS	558				hypothetical protein
54138_Lkimchicus_01585	CDS	558				hypothetical protein
54138_Lkimchicus_01586	CDS	759	ohyA	4.2.1.53		Oleate hydratase
54138_Lkimchicus_01587	CDS	921	sph	4.2.1.53		Oleate hydratase
54138_Lkimchicus_01588	CDS	612				hypothetical protein
54138_Lkimchicus_01589	CDS	978	iolS_2	1.1.1.-	COG0667	Aldo-keto reductase IolS
54138_Lkimchicus_01590	CDS	1368	mntH_3			Divalent metal cation transporter MntH
54138_Lkimchicus_01591	CDS	615				hypothetical protein
54138_Lkimchicus_01592	CDS	345	czrA		COG0640	HTH-type transcriptional repressor CzrA
54138_Lkimchicus_01593	CDS	1383	brnQ_2		COG1114	Branched-chain amino acid transport system 2 carrier protein
54138_Lkimchicus_01594	CDS	603				hypothetical protein
54138_Lkimchicus_01595	CDS	651				hypothetical protein
54138_Lkimchicus_01596	CDS	411	def1	3.5.1.88	COG0242	Peptide deformylase 1
54138_Lkimchicus_01597	CDS	957	ydhF	1.-.-.-	COG4989	Oxidoreductase YdhF
54138_Lkimchicus_01598	CDS	990	panE_2	1.1.1.169	COG1893	2-dehydropantoate 2-reductase
54138_Lkimchicus_01599	CDS	1497	yjeM			Inner membrane transporter YjeM
54138_Lkimchicus_01600	CDS	768	natA		COG4555	ABC transporter ATP-binding protein NatA
54138_Lkimchicus_01601	CDS	1569				hypothetical protein
54138_Lkimchicus_01602	CDS	720				hypothetical protein
54138_Lkimchicus_01603	CDS	477				hypothetical protein
54138_Lkimchicus_01604	CDS	1119	vioD	4.2.1.145		Capreomycidine synthase
54138_Lkimchicus_01605	CDS	1890	lacL	3.2.1.23		Beta-galactosidase large subunit
54138_Lkimchicus_01606	CDS	957	lacM	3.2.1.23	COG3250	Beta-galactosidase small subunit
54138_Lkimchicus_01607	CDS	702	yknY	3.6.3.-	COG1136	Uncharacterized ABC transporter ATP-binding protein YknY
54138_Lkimchicus_01608	CDS	342				hypothetical protein
54138_Lkimchicus_01609	CDS	387				hypothetical protein
54138_Lkimchicus_01610	CDS	1230				hypothetical protein
54138_Lkimchicus_01611	CDS	477				hypothetical protein
54138_Lkimchicus_01612	CDS	705				hypothetical protein
54138_Lkimchicus_01613	CDS	315	sugE		COG2076	Quaternary ammonium compound-resistance protein SugE
54138_Lkimchicus_01614	CDS	618	ccpN		COG0517	Transcriptional repressor CcpN
54138_Lkimchicus_01615	CDS	1260	ppdK_1	2.7.9.1	COG0574	Pyruvate, phosphate dikinase
54138_Lkimchicus_01616	CDS	1332	ppdK_2	2.7.9.1	COG0574	Pyruvate, phosphate dikinase
54138_Lkimchicus_01617	CDS	462				hypothetical protein
54138_Lkimchicus_01618	CDS	735	fabG3	1.1.1.53		3-alpha-(or 20-beta)-hydroxysteroid dehydrogenase
54138_Lkimchicus_01619	CDS	1005	gpr_2	1.1.1.-	COG0667	L-glyceraldehyde 3-phosphate reductase
54138_Lkimchicus_01620	CDS	714				hypothetical protein
54138_Lkimchicus_01621	CDS	327				hypothetical protein
54138_Lkimchicus_01622	CDS	96				hypothetical protein
54138_Lkimchicus_01623	CDS	1263	braC		COG0683	Leucine-, isoleucine-, valine-, threonine-, and alanine-binding protein
54138_Lkimchicus_01624	CDS	894	livH_1		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
54138_Lkimchicus_01625	CDS	969	livH_2		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
54138_Lkimchicus_01626	CDS	783	lptB	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
54138_Lkimchicus_01627	CDS	705	livF		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
54138_Lkimchicus_01628	CDS	624				hypothetical protein
54138_Lkimchicus_01629	CDS	588				hypothetical protein
54138_Lkimchicus_01630	CDS	99				hypothetical protein
54138_Lkimchicus_01631	CDS	546				hypothetical protein
54138_Lkimchicus_01632	CDS	651	deoC	4.1.2.4	COG0274	Deoxyribose-phosphate aldolase
54138_Lkimchicus_01633	CDS	1197	deoB_2	5.4.2.7	COG1015	Phosphopentomutase
54138_Lkimchicus_01634	CDS	717	deoD	2.4.2.1	COG0813	Purine nucleoside phosphorylase DeoD-type
54138_Lkimchicus_01635	CDS	957	deoR		COG2390	Deoxyribonucleoside regulator
54138_Lkimchicus_01636	CDS	1302	pdp	2.4.2.2	COG0213	Pyrimidine-nucleoside phosphorylase
54138_Lkimchicus_01637	CDS	942	yfeX	1.11.1.-	COG2837	Probable deferrochelatase/peroxidase YfeX
54138_Lkimchicus_01638	CDS	1125				hypothetical protein
54138_Lkimchicus_01639	CDS	642				hypothetical protein
54138_Lkimchicus_01640	CDS	582				hypothetical protein
54138_Lkimchicus_01641	CDS	633				hypothetical protein
54138_Lkimchicus_01642	CDS	741				hypothetical protein
54138_Lkimchicus_01643	CDS	687				hypothetical protein
54138_Lkimchicus_01644	CDS	2040				hypothetical protein
54138_Lkimchicus_01645	CDS	855				hypothetical protein
54138_Lkimchicus_01646	CDS	849	iolS_3	1.1.1.-	COG0667	Aldo-keto reductase IolS
54138_Lkimchicus_01647	CDS	447				hypothetical protein
54138_Lkimchicus_01648	CDS	1437	yhdG_1		COG0531	Uncharacterized amino acid permease YhdG
54138_Lkimchicus_01649	CDS	1341		5.1.1.21	COG0160	Isoleucine 2-epimerase
54138_Lkimchicus_01650	CDS	243				hypothetical protein
54138_Lkimchicus_01651	CDS	1428	lacS		COG2190	Lactose permease
54138_Lkimchicus_01652	CDS	519	hmpT		COG4720	Thiamine precursor transporter HmpT
54138_Lkimchicus_01653	CDS	846	pdxK	2.7.1.35		Pyridoxine kinase
54138_Lkimchicus_01654	CDS	1179	patB	4.4.1.8	COG1168	Cystathionine beta-lyase PatB
54138_Lkimchicus_01655	CDS	474				hypothetical protein
54138_Lkimchicus_01656	CDS	1065				hypothetical protein
54138_Lkimchicus_01657	CDS	492				hypothetical protein
54138_Lkimchicus_01658	CDS	1074				hypothetical protein
54138_Lkimchicus_01659	CDS	789				hypothetical protein
54138_Lkimchicus_01660	CDS	891	isdE		COG0614	High-affinity heme uptake system protein IsdE
54138_Lkimchicus_01661	CDS	963	isdF			Probable heme-iron transport system permease protein IsdF
54138_Lkimchicus_01662	CDS	795	fepC		COG1120	Ferric enterobactin transport ATP-binding protein FepC
54138_Lkimchicus_01663	CDS	1965	smc_4			Chromosome partition protein Smc
54138_Lkimchicus_01664	CDS	642				hypothetical protein
54138_Lkimchicus_01665	CDS	1260				hypothetical protein
54138_Lkimchicus_01666	CDS	243				hypothetical protein
54138_Lkimchicus_01667	CDS	252				hypothetical protein
54138_Lkimchicus_01668	CDS	666	gpmA_4	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
54138_Lkimchicus_01669	CDS	3093				hypothetical protein
54138_Lkimchicus_01670	CDS	1017				hypothetical protein
54138_Lkimchicus_01671	CDS	900		1.1.1.343	COG1023	6-phosphogluconate dehydrogenase, NAD(+)-dependent, decarboxylating
54138_Lkimchicus_01672	CDS	1260	tyrS	6.1.1.1		Tyrosine--tRNA ligase
54138_Lkimchicus_01673	CDS	936	lagD_1	3.4.22.-		Lactococcin-G-processing and transport ATP-binding protein LagD
54138_Lkimchicus_01674	CDS	342				hypothetical protein
54138_Lkimchicus_01675	CDS	132	lcnA			Bacteriocin leucocin-A
54138_Lkimchicus_01676	CDS	528				hypothetical protein
