"","qseqid","sseqid","pident","length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore"
"18292","ASV20955","NODE_20_length_935_cov_380.679455",85.586,444,60,4,1,442,493,52,5.21e-131,462
"18293","ASV20957","NODE_20_length_935_cov_380.679455",82.735,446,69,8,1,442,493,52,2.49e-109,390
"18294","ASV20958","NODE_20_length_935_cov_380.679455",79.012,324,61,7,103,423,371,52,1.54e-56,215
"18295","ASV20959","NODE_20_length_935_cov_380.679455",84.459,444,64,5,1,441,493,52,4.07e-122,433
"18296","ASV20960","NODE_20_length_935_cov_380.679455",91.011,445,34,6,1,442,493,52,4.92e-171,595
"18297","ASV20960","NODE_32_length_255_cov_157.070312",94.737,76,4,0,367,442,1,76,1.3e-27,119
"18298","ASV20960","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,367,442,1,76,1.3e-27,119
"18299","ASV20961","NODE_20_length_935_cov_380.679455",82.96,446,68,8,1,442,493,52,5.36e-111,396
"18300","ASV20962","NODE_20_length_935_cov_380.679455",77.477,444,87,12,1,433,493,52,3.34e-68,254
"18301","ASV20964","NODE_20_length_935_cov_380.679455",83.073,449,62,13,1,442,493,52,5.36e-111,396
"18302","ASV20965","NODE_20_length_935_cov_380.679455",87.387,444,52,4,1,442,493,52,2.37e-144,507
"18303","ASV20965","NODE_32_length_255_cov_157.070312",94.737,76,4,0,367,442,1,76,1.3e-27,119
"18304","ASV20965","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,367,442,1,76,1.3e-27,119
"18305","ASV20967","NODE_20_length_935_cov_380.679455",84.459,444,65,4,1,442,493,52,1.14e-122,435
"18306","ASV20968","NODE_20_length_935_cov_380.679455",86.966,445,52,6,1,442,493,52,5.14e-141,496
"18307","ASV20969","NODE_20_length_935_cov_380.679455",88.341,446,44,7,1,442,493,52,5.06e-151,529
"18308","ASV20970","NODE_20_length_935_cov_380.679455",81.695,295,52,2,124,417,345,52,1.93e-65,244
"18309","ASV20971","NODE_20_length_935_cov_380.679455",84.211,304,40,7,118,417,351,52,8.8e-79,289
"18310","ASV20973","NODE_20_length_935_cov_380.679455",86.486,296,36,4,131,424,345,52,8.83e-89,322
"18311","ASV20973","NODE_32_length_255_cov_157.070312",94.737,76,4,0,349,424,1,76,1.24e-27,119
"18312","ASV20973","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,349,424,1,76,1.24e-27,119
"18313","ASV20975","NODE_20_length_935_cov_380.679455",90.766,444,36,4,1,441,493,52,8.22e-169,588
"18314","ASV20975","NODE_32_length_255_cov_157.070312",98.684,76,1,0,366,441,1,76,1.29e-32,135
"18315","ASV20975","NODE_19_length_1017_cov_348.064045",98.684,76,1,0,366,441,1,76,1.29e-32,135
"18316","ASV20976","NODE_20_length_935_cov_380.679455",93.174,293,18,2,126,417,343,52,4.97e-121,429
"18317","ASV20976","NODE_20_length_935_cov_380.679455",91.026,78,5,2,1,77,493,417,3.42e-23,104
"18318","ASV20976","NODE_32_length_255_cov_157.070312",94.737,76,4,0,342,417,1,76,1.22e-27,119
"18319","ASV20976","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,342,417,1,76,1.22e-27,119
"18320","ASV20977","NODE_20_length_935_cov_380.679455",79.503,322,62,4,103,422,371,52,7.09e-60,226
"18321","ASV20980","NODE_20_length_935_cov_380.679455",88.776,294,33,0,129,422,345,52,1.86e-100,361
"18322","ASV20982","NODE_20_length_935_cov_380.679455",77.506,449,87,12,1,442,493,52,2.64e-69,257
"18323","ASV20983","NODE_20_length_935_cov_380.679455",74.066,455,87,31,1,437,493,52,2.72e-39,158
"18324","ASV20983","NODE_32_length_255_cov_157.070312",93.617,47,3,0,391,437,30,76,3.65e-13,71.3
"18325","ASV20983","NODE_19_length_1017_cov_348.064045",93.617,47,3,0,391,437,30,76,3.65e-13,71.3
"18326","ASV20984","NODE_20_length_935_cov_380.679455",85.763,295,40,2,129,422,345,52,1.9e-85,311
"18327","ASV20984","NODE_32_length_255_cov_157.070312",94.737,76,4,0,347,422,1,76,1.24e-27,119
"18328","ASV20984","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,347,422,1,76,1.24e-27,119
"18329","ASV20985","NODE_20_length_935_cov_380.679455",75.11,454,85,25,1,438,493,52,3.48e-48,187
"18330","ASV20986","NODE_20_length_935_cov_380.679455",92.986,442,31,0,1,442,493,52,0,645
"18331","ASV20987","NODE_20_length_935_cov_380.679455",86.937,444,54,3,1,442,493,52,5.14e-141,496
"18332","ASV20988","NODE_20_length_935_cov_380.679455",93.023,301,19,2,119,418,351,52,8.28e-124,438
"18333","ASV20988","NODE_32_length_255_cov_157.070312",94.737,76,4,0,343,418,1,76,1.22e-27,119
"18334","ASV20988","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,343,418,1,76,1.22e-27,119
"18335","ASV20991","NODE_20_length_935_cov_380.679455",89.333,300,32,0,118,417,351,52,1.83e-105,377
"18336","ASV20991","NODE_32_length_255_cov_157.070312",94.737,76,4,0,342,417,1,76,1.22e-27,119
"18337","ASV20991","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,342,417,1,76,1.22e-27,119
"18338","ASV20992","NODE_20_length_935_cov_380.679455",78.378,296,59,5,147,440,344,52,3.49e-48,187
"18339","ASV20992","NODE_32_length_255_cov_157.070312",92.105,76,6,0,365,440,1,76,2.8e-24,108
"18340","ASV20992","NODE_19_length_1017_cov_348.064045",92.105,76,6,0,365,440,1,76,2.8e-24,108
"18341","ASV20994","NODE_20_length_935_cov_380.679455",79.814,322,61,4,103,422,371,52,1.52e-61,231
"18342","ASV20995","NODE_20_length_935_cov_380.679455",84.868,304,45,1,115,418,354,52,8.76e-84,305
"18343","ASV20996","NODE_20_length_935_cov_380.679455",78.328,323,64,6,103,422,371,52,3.32e-53,204
"18344","ASV20997","NODE_20_length_935_cov_380.679455",81,300,57,0,121,420,351,52,9.06e-64,239
"18345","ASV20998","NODE_20_length_935_cov_380.679455",86.486,444,36,13,1,422,493,52,3.84e-132,466
"18346","ASV21000","NODE_20_length_935_cov_380.679455",93.023,301,19,2,118,417,351,52,8.26e-124,438
"18347","ASV21000","NODE_32_length_255_cov_157.070312",94.737,76,4,0,342,417,1,76,1.22e-27,119
"18348","ASV21000","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,342,417,1,76,1.22e-27,119
"18349","ASV21001","NODE_20_length_935_cov_380.679455",81.081,444,80,4,1,442,493,52,1.18e-97,351
"18350","ASV21005","NODE_20_length_935_cov_380.679455",79.439,321,64,2,103,422,371,52,7.09e-60,226
"18351","ASV21008","NODE_20_length_935_cov_380.679455",80.678,295,55,2,126,419,345,52,1.96e-60,228
"18352","ASV21009","NODE_20_length_935_cov_380.679455",88.462,442,26,10,1,417,493,52,1.73e-145,510
"18353","ASV21009","NODE_32_length_255_cov_157.070312",98.684,76,1,0,342,417,1,76,1.21e-32,135
"18354","ASV21009","NODE_19_length_1017_cov_348.064045",98.684,76,1,0,342,417,1,76,1.21e-32,135
"18355","ASV21010","NODE_20_length_935_cov_380.679455",83.444,302,46,4,120,419,351,52,1.91e-75,278
"18356","ASV21011","NODE_20_length_935_cov_380.679455",88.713,443,28,11,1,422,493,52,8.07e-149,521
"18357","ASV21011","NODE_32_length_255_cov_157.070312",94.737,76,4,0,347,422,1,76,1.24e-27,119
"18358","ASV21011","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,347,422,1,76,1.24e-27,119
"18359","ASV21012","NODE_20_length_935_cov_380.679455",80.471,297,52,6,129,422,345,52,9.17e-59,222
"18360","ASV21013","NODE_20_length_935_cov_380.679455",83.333,294,45,4,129,420,345,54,1.16e-72,268
"18361","ASV21014","NODE_20_length_935_cov_380.679455",85.586,444,40,13,1,422,493,52,1.8e-125,444
"18362","ASV21016","NODE_20_length_935_cov_380.679455",81.518,303,51,5,118,418,351,52,1.94e-65,244
"18363","ASV21018","NODE_20_length_935_cov_380.679455",86.577,447,50,9,1,442,493,52,1.11e-137,484
"18364","ASV21018","NODE_32_length_255_cov_157.070312",94.737,76,4,0,367,442,1,76,1.3e-27,119
"18365","ASV21018","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,367,442,1,76,1.3e-27,119
"18366","ASV21019","NODE_20_length_935_cov_380.679455",88.764,445,44,6,1,442,493,52,2.34e-154,540
"18367","ASV21020","NODE_20_length_935_cov_380.679455",82.492,297,45,4,129,421,345,52,3.24e-68,254
"18368","ASV21021","NODE_20_length_935_cov_380.679455",95,300,13,2,119,417,350,52,2.93e-133,470
"18369","ASV21021","NODE_32_length_255_cov_157.070312",94.737,76,4,0,342,417,1,76,1.22e-27,119
"18370","ASV21021","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,342,417,1,76,1.22e-27,119
"18371","ASV21022","NODE_20_length_935_cov_380.679455",100,294,0,0,135,428,345,52,1.75e-155,544
"18372","ASV21022","NODE_32_length_255_cov_157.070312",100,76,0,0,353,428,1,76,2.68e-34,141
"18373","ASV21022","NODE_19_length_1017_cov_348.064045",100,76,0,0,353,428,1,76,2.68e-34,141
"18374","ASV21024","NODE_20_length_935_cov_380.679455",80.333,300,59,0,118,417,351,52,1.95e-60,228
"18375","ASV21025","NODE_20_length_935_cov_380.679455",78.153,444,72,16,1,421,493,52,6.97e-70,259
"18376","ASV21026","NODE_20_length_935_cov_380.679455",77.506,449,87,12,1,442,493,52,2.64e-69,257
"18377","ASV21027","NODE_20_length_935_cov_380.679455",80.587,443,84,2,1,442,493,52,2.55e-94,340
"18378","ASV21028","NODE_20_length_935_cov_380.679455",79.934,304,53,8,132,431,351,52,4.36e-57,217
"18379","ASV21030","NODE_20_length_935_cov_380.679455",76.497,451,89,15,1,443,493,52,5.77e-61,230
"18380","ASV21031","NODE_20_length_935_cov_380.679455",75.497,302,59,13,136,430,345,52,4.51e-32,134
"18381","ASV21032","NODE_20_length_935_cov_380.679455",87.387,444,52,4,1,442,493,52,2.37e-144,507
"18382","ASV21032","NODE_32_length_255_cov_157.070312",100,76,0,0,367,442,1,76,2.77e-34,141
"18383","ASV21032","NODE_19_length_1017_cov_348.064045",100,76,0,0,367,442,1,76,2.77e-34,141
"18384","ASV21033","NODE_20_length_935_cov_380.679455",81.293,294,55,0,127,420,345,52,9.06e-64,239
"18385","ASV21034","NODE_20_length_935_cov_380.679455",79.392,296,57,4,129,422,345,52,9.23e-54,206
"18386","ASV21036","NODE_20_length_935_cov_380.679455",77.228,303,63,6,118,417,351,52,9.25e-44,172
"18387","ASV21037","NODE_20_length_935_cov_380.679455",81.633,294,54,0,129,422,345,52,1.96e-65,244
"18388","ASV21038","NODE_20_length_935_cov_380.679455",91.874,443,33,2,1,441,493,52,3.77e-177,616
"18389","ASV21039","NODE_20_length_935_cov_380.679455",82.735,446,69,6,1,442,493,52,2.49e-109,390
"18390","ASV21040","NODE_20_length_935_cov_380.679455",74.33,448,83,25,1,422,493,52,2.03e-40,161
"18391","ASV21043","NODE_20_length_935_cov_380.679455",95.937,443,16,2,1,442,493,52,0,717
"18392","ASV21044","NODE_20_length_935_cov_380.679455",88.514,444,47,4,1,442,493,52,1.09e-152,534
"18393","ASV21048","NODE_20_length_935_cov_380.679455",78.174,449,64,28,1,422,493,52,9.04e-69,255
"18394","ASV21049","NODE_20_length_935_cov_380.679455",75.056,449,98,12,1,442,493,52,5.83e-51,196
"18395","ASV21050","NODE_20_length_935_cov_380.679455",93.878,294,18,0,124,417,345,52,1.77e-125,444
"18396","ASV21051","NODE_20_length_935_cov_380.679455",80.678,295,55,2,125,418,345,52,1.95e-60,228
"18397","ASV21053","NODE_20_length_935_cov_380.679455",82.095,296,50,3,129,423,345,52,4.22e-67,250
"18398","ASV21054","NODE_20_length_935_cov_380.679455",87.104,442,57,0,1,442,493,52,1.1e-142,501
"18399","ASV21056","NODE_20_length_935_cov_380.679455",76.991,452,84,16,1,442,493,52,2.66e-64,241
"18400","ASV21057","NODE_20_length_935_cov_380.679455",100,300,0,0,122,421,351,52,7.94e-159,555
"18401","ASV21057","NODE_32_length_255_cov_157.070312",100,76,0,0,346,421,1,76,2.63e-34,141
"18402","ASV21057","NODE_19_length_1017_cov_348.064045",100,76,0,0,346,421,1,76,2.63e-34,141
"18403","ASV21059","NODE_20_length_935_cov_380.679455",81.308,321,54,6,125,442,369,52,9.49e-69,255
"18404","ASV21061","NODE_20_length_935_cov_380.679455",90.476,294,28,0,142,435,345,52,8.82e-109,388
"18405","ASV21063","NODE_20_length_935_cov_380.679455",90.333,300,28,1,118,416,351,52,6.5e-110,392
"18406","ASV21064","NODE_20_length_935_cov_380.679455",78.829,444,89,5,1,441,493,52,2.01e-80,294
"18407","ASV21067","NODE_20_length_935_cov_380.679455",79.592,294,60,0,149,442,345,52,2.08e-55,211
"18408","ASV21069","NODE_20_length_935_cov_380.679455",79.661,295,58,2,129,422,345,52,1.98e-55,211
"18409","ASV21071","NODE_20_length_935_cov_380.679455",96.599,294,10,0,124,417,345,52,8.08e-139,488
"18410","ASV21071","NODE_32_length_255_cov_157.070312",100,76,0,0,342,417,1,76,2.61e-34,141
"18411","ASV21071","NODE_19_length_1017_cov_348.064045",100,76,0,0,342,417,1,76,2.61e-34,141
"18412","ASV21073","NODE_20_length_935_cov_380.679455",80.269,446,80,8,1,442,493,52,5.51e-91,329
"18413","ASV21078","NODE_20_length_935_cov_380.679455",79.128,321,65,2,103,422,371,52,3.3e-58,220
"18414","ASV21080","NODE_20_length_935_cov_380.679455",88.776,294,33,0,124,417,345,52,1.84e-100,361
"18415","ASV21081","NODE_20_length_935_cov_380.679455",81.25,304,49,8,118,417,351,52,8.99e-64,239
"18416","ASV21083","NODE_20_length_935_cov_380.679455",80,295,57,2,129,422,345,52,4.27e-57,217
"18417","ASV21084","NODE_20_length_935_cov_380.679455",83.721,301,47,2,117,416,351,52,4.08e-77,283
"18418","ASV21085","NODE_20_length_935_cov_380.679455",82.712,295,49,2,144,437,345,52,2.02e-70,261
"18419","ASV21086","NODE_20_length_935_cov_380.679455",79.461,297,55,6,127,420,345,52,9.19e-54,206
"18420","ASV21087","NODE_20_length_935_cov_380.679455",94.131,443,24,2,1,442,493,52,0,673
"18421","ASV21087","NODE_32_length_255_cov_157.070312",94.737,76,4,0,367,442,1,76,1.3e-27,119
"18422","ASV21087","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,367,442,1,76,1.3e-27,119
"18423","ASV21089","NODE_20_length_935_cov_380.679455",81.432,447,74,9,1,443,493,52,2.53e-99,357
"18424","ASV21090","NODE_20_length_935_cov_380.679455",77.528,445,74,18,1,422,493,52,1.96e-65,244
"18425","ASV21091","NODE_20_length_935_cov_380.679455",81.716,443,71,8,4,441,489,52,1.95e-100,361
"18426","ASV21092","NODE_20_length_935_cov_380.679455",80.368,326,53,11,103,423,371,52,3.28e-63,237
"18427","ASV21094","NODE_20_length_935_cov_380.679455",78.125,448,86,11,1,442,493,52,2.62e-74,274
"18428","ASV21097","NODE_20_length_935_cov_380.679455",79.054,296,58,4,129,422,345,52,4.3e-52,200
"18429","ASV21099","NODE_20_length_935_cov_380.679455",78.348,448,85,10,1,442,493,52,5.63e-76,279
"18430","ASV21100","NODE_20_length_935_cov_380.679455",81.818,297,48,6,129,422,345,52,1.96e-65,244
"18431","ASV21103","NODE_20_length_935_cov_380.679455",81.757,296,50,3,129,422,345,52,1.96e-65,244
"18432","ASV21105","NODE_20_length_935_cov_380.679455",79.938,324,57,8,103,422,371,52,1.52e-61,231
"18433","ASV21106","NODE_20_length_935_cov_380.679455",79.688,320,61,4,55,372,369,52,1.72e-60,228
"18434","ASV21107","NODE_20_length_935_cov_380.679455",85,300,45,0,118,417,351,52,8.74e-84,305
"18435","ASV21108","NODE_20_length_935_cov_380.679455",95.711,443,17,2,1,442,493,52,0,712
"18436","ASV21109","NODE_20_length_935_cov_380.679455",80.493,446,80,7,1,443,493,52,1.19e-92,335
"18437","ASV21110","NODE_20_length_935_cov_380.679455",76.94,451,86,16,1,442,493,52,2.66e-64,241
"18438","ASV21111","NODE_20_length_935_cov_380.679455",80.198,303,54,6,119,418,351,52,9.08e-59,222
"18439","ASV21113","NODE_20_length_935_cov_380.679455",79.245,318,66,0,102,419,369,52,9.1e-59,222
"18440","ASV21114","NODE_20_length_935_cov_380.679455",96.599,294,10,0,135,428,345,52,8.31e-139,488
"18441","ASV21115","NODE_20_length_935_cov_380.679455",79.461,297,55,6,124,417,345,52,9.12e-54,206
"18442","ASV21118","NODE_20_length_935_cov_380.679455",93.243,444,27,3,1,443,493,52,0,651
"18443","ASV21118","NODE_32_length_255_cov_157.070312",100,76,0,0,368,443,1,76,2.78e-34,141
"18444","ASV21118","NODE_19_length_1017_cov_348.064045",100,76,0,0,368,443,1,76,2.78e-34,141
"18445","ASV21120","NODE_20_length_935_cov_380.679455",77.966,295,63,2,129,422,345,52,4.33e-47,183
"18446","ASV21121","NODE_20_length_935_cov_380.679455",86.742,445,53,6,1,442,493,52,2.39e-139,490
"18447","ASV21122","NODE_20_length_935_cov_380.679455",80.068,296,55,4,129,422,345,52,4.27e-57,217
"18448","ASV21123","NODE_20_length_935_cov_380.679455",79.934,304,53,8,125,424,351,52,4.29e-57,217
"18449","ASV21124","NODE_20_length_935_cov_380.679455",81.848,303,50,4,121,421,351,52,4.19e-67,250
"18450","ASV21124","NODE_32_length_255_cov_157.070312",92.105,76,6,0,346,421,1,76,2.67e-24,108
"18451","ASV21124","NODE_19_length_1017_cov_348.064045",92.105,76,6,0,346,421,1,76,2.67e-24,108
"18452","ASV21125","NODE_20_length_935_cov_380.679455",82.432,296,47,3,128,420,345,52,3.23e-68,254
"18453","ASV21126","NODE_20_length_935_cov_380.679455",83.669,447,63,10,1,442,493,52,5.32e-116,412
"18454","ASV21127","NODE_20_length_935_cov_380.679455",87.81,443,51,2,1,441,493,52,3.93e-147,516
"18455","ASV21127","NODE_32_length_255_cov_157.070312",93.421,76,5,0,366,441,1,76,6.03e-26,113
"18456","ASV21127","NODE_19_length_1017_cov_348.064045",93.421,76,5,0,366,441,1,76,6.03e-26,113
"18457","ASV21128","NODE_20_length_935_cov_380.679455",86.735,294,39,0,129,422,345,52,1.89e-90,327
"18458","ASV21128","NODE_32_length_255_cov_157.070312",94.737,76,4,0,347,422,1,76,1.24e-27,119
"18459","ASV21128","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,347,422,1,76,1.24e-27,119
"18460","ASV21129","NODE_20_length_935_cov_380.679455",82.55,298,44,6,128,421,345,52,9.02e-69,255
"18461","ASV21130","NODE_20_length_935_cov_380.679455",82.883,444,73,3,1,443,493,52,5.37e-111,396
"18462","ASV21130","NODE_32_length_255_cov_157.070312",90.667,75,7,0,369,443,2,76,4.72e-22,100
"18463","ASV21130","NODE_19_length_1017_cov_348.064045",90.667,75,7,0,369,443,2,76,4.72e-22,100
"18464","ASV21131","NODE_20_length_935_cov_380.679455",90.045,442,44,0,1,442,493,52,2.31e-164,573
"18465","ASV21131","NODE_32_length_255_cov_157.070312",94.737,76,4,0,367,442,1,76,1.3e-27,119
"18466","ASV21131","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,367,442,1,76,1.3e-27,119
"18467","ASV21132","NODE_20_length_935_cov_380.679455",80.942,446,77,6,1,442,493,52,5.47e-96,346
"18468","ASV21133","NODE_20_length_935_cov_380.679455",84.014,294,47,0,129,422,345,52,4.15e-77,283
"18469","ASV21134","NODE_20_length_935_cov_380.679455",82.103,447,71,9,1,443,493,52,2.52e-104,374
"18470","ASV21134","NODE_32_length_255_cov_157.070312",90.789,76,7,0,368,443,1,76,1.31e-22,102
"18471","ASV21134","NODE_19_length_1017_cov_348.064045",90.789,76,7,0,368,443,1,76,1.31e-22,102
"18472","ASV21135","NODE_20_length_935_cov_380.679455",82.759,319,53,2,102,419,369,52,4.12e-77,283
"18473","ASV21135","NODE_32_length_255_cov_157.070312",90.789,76,7,0,344,419,1,76,1.24e-22,102
"18474","ASV21135","NODE_19_length_1017_cov_348.064045",90.789,76,7,0,344,419,1,76,1.24e-22,102
"18475","ASV21136","NODE_20_length_935_cov_380.679455",82.353,306,47,7,115,416,354,52,6.88e-70,259
"18476","ASV21137","NODE_20_length_935_cov_380.679455",87.892,446,46,8,1,442,493,52,1.1e-147,518
"18477","ASV21138","NODE_20_length_935_cov_380.679455",89.842,443,43,2,1,442,493,52,1.07e-162,568
"18478","ASV21138","NODE_32_length_255_cov_157.070312",94.737,76,4,0,367,442,1,76,1.3e-27,119
"18479","ASV21138","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,367,442,1,76,1.3e-27,119
"18480","ASV21139","NODE_20_length_935_cov_380.679455",79.864,442,64,10,1,417,493,52,4.07e-82,300
"18481","ASV21140","NODE_20_length_935_cov_380.679455",84.354,294,46,0,133,426,345,52,9e-79,289
"18482","ASV21140","NODE_32_length_255_cov_157.070312",92.105,76,6,0,351,426,1,76,2.71e-24,108
"18483","ASV21140","NODE_19_length_1017_cov_348.064045",92.105,76,6,0,351,426,1,76,2.71e-24,108
"18484","ASV21141","NODE_20_length_935_cov_380.679455",85.746,449,50,11,1,442,493,52,5.21e-131,462
"18485","ASV21141","NODE_32_length_255_cov_157.070312",94.737,76,4,0,367,442,1,76,1.3e-27,119
"18486","ASV21141","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,367,442,1,76,1.3e-27,119
"18487","ASV21142","NODE_20_length_935_cov_380.679455",89.955,448,34,10,1,443,493,52,1.08e-162,568
"18488","ASV21142","NODE_32_length_255_cov_157.070312",94.737,76,4,0,368,443,1,76,1.3e-27,119
"18489","ASV21142","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,368,443,1,76,1.3e-27,119
"18490","ASV21143","NODE_20_length_935_cov_380.679455",83.729,295,46,2,129,422,345,52,1.93e-75,278
"18491","ASV21144","NODE_20_length_935_cov_380.679455",83.333,294,49,0,133,426,345,52,9.06e-74,272
"18492","ASV21145","NODE_20_length_935_cov_380.679455",82.667,300,52,0,117,416,351,52,4.11e-72,267
"18493","ASV21146","NODE_20_length_935_cov_380.679455",82.373,295,50,2,141,434,345,52,9.31e-69,255
"18494","ASV21146","NODE_32_length_255_cov_157.070312",90.667,75,7,0,360,434,2,76,4.62e-22,100
"18495","ASV21146","NODE_19_length_1017_cov_348.064045",90.667,75,7,0,360,434,2,76,4.62e-22,100
"18496","ASV21147","NODE_20_length_935_cov_380.679455",87,300,39,0,118,417,351,52,8.62e-94,339
"18497","ASV21147","NODE_32_length_255_cov_157.070312",94.737,76,4,0,342,417,1,76,1.22e-27,119
"18498","ASV21147","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,342,417,1,76,1.22e-27,119
"18499","ASV21148","NODE_20_length_935_cov_380.679455",83.056,301,49,2,118,417,351,52,8.86e-74,272
"18500","ASV21149","NODE_20_length_935_cov_380.679455",81.62,321,57,2,101,420,371,52,1.49e-71,265
"18501","ASV21150","NODE_20_length_935_cov_380.679455",82.697,445,46,17,1,417,493,52,3.95e-102,366
"18502","ASV21151","NODE_20_length_935_cov_380.679455",89.213,445,42,6,1,442,493,52,1.08e-157,551
"18503","ASV21151","NODE_32_length_255_cov_157.070312",92.105,76,6,0,367,442,1,76,2.81e-24,108
"18504","ASV21151","NODE_19_length_1017_cov_348.064045",92.105,76,6,0,367,442,1,76,2.81e-24,108
"18505","ASV21152","NODE_20_length_935_cov_380.679455",82.167,443,51,12,1,416,493,52,8.53e-99,355
"18506","ASV21153","NODE_20_length_935_cov_380.679455",89.438,445,41,6,1,442,493,52,2.32e-159,556
"18507","ASV21154","NODE_20_length_935_cov_380.679455",89.888,445,39,6,1,442,493,52,1.07e-162,568
"18508","ASV21155","NODE_20_length_935_cov_380.679455",86.441,295,37,2,129,421,345,52,3.15e-88,320
"18509","ASV21156","NODE_20_length_935_cov_380.679455",85.424,295,40,3,129,421,345,52,3.17e-83,303
"18510","ASV21157","NODE_20_length_935_cov_380.679455",85.327,443,63,2,1,442,493,52,2.42e-129,457
"18511","ASV21157","NODE_32_length_255_cov_157.070312",89.474,76,8,0,367,442,1,76,6.09e-21,97.1
"18512","ASV21157","NODE_19_length_1017_cov_348.064045",89.474,76,8,0,367,442,1,76,6.09e-21,97.1
"18513","ASV21159","NODE_20_length_935_cov_380.679455",89.701,301,28,2,118,416,351,52,1.41e-106,381
"18514","ASV21159","NODE_32_length_255_cov_157.070312",94.737,76,4,0,341,416,1,76,1.22e-27,119
"18515","ASV21159","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,341,416,1,76,1.22e-27,119
"18516","ASV21160","NODE_20_length_935_cov_380.679455",80.952,294,56,0,129,422,345,52,4.24e-62,233
"18517","ASV21161","NODE_20_length_935_cov_380.679455",88.776,294,33,0,129,422,345,52,1.86e-100,361
"18518","ASV21162","NODE_20_length_935_cov_380.679455",88.475,295,31,3,129,421,345,52,3.11e-98,353
"18519","ASV21162","NODE_32_length_255_cov_157.070312",94.737,76,4,0,346,421,1,76,1.23e-27,119
"18520","ASV21162","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,346,421,1,76,1.23e-27,119
"18521","ASV21163","NODE_20_length_935_cov_380.679455",89.686,446,38,8,1,442,493,52,4.99e-161,562
"18522","ASV21163","NODE_32_length_255_cov_157.070312",94.737,76,4,0,367,442,1,76,1.3e-27,119
"18523","ASV21163","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,367,442,1,76,1.3e-27,119
"18524","ASV21165","NODE_20_length_935_cov_380.679455",85.068,442,65,1,1,441,493,52,4.05e-127,449
"18525","ASV21166","NODE_20_length_935_cov_380.679455",89.438,445,41,6,1,442,493,52,2.32e-159,556
"18526","ASV21166","NODE_32_length_255_cov_157.070312",94.737,76,4,0,367,442,1,76,1.3e-27,119
"18527","ASV21166","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,367,442,1,76,1.3e-27,119
"18528","ASV21167","NODE_20_length_935_cov_380.679455",79.412,442,66,10,1,417,493,52,8.8e-79,289
"18529","ASV21167","NODE_32_length_255_cov_157.070312",90.789,76,7,0,342,417,1,76,1.23e-22,102
"18530","ASV21167","NODE_19_length_1017_cov_348.064045",90.789,76,7,0,342,417,1,76,1.23e-22,102
"18531","ASV21168","NODE_20_length_935_cov_380.679455",88.989,445,43,6,1,442,493,52,5.03e-156,545
"18532","ASV21168","NODE_32_length_255_cov_157.070312",94.737,76,4,0,367,442,1,76,1.3e-27,119
"18533","ASV21168","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,367,442,1,76,1.3e-27,119
"18534","ASV21170","NODE_20_length_935_cov_380.679455",84.944,445,59,7,1,440,493,52,1.88e-125,444
"18535","ASV21171","NODE_20_length_935_cov_380.679455",86.652,442,59,0,1,442,493,52,2.39e-139,490
"18536","ASV21172","NODE_20_length_935_cov_380.679455",85.135,444,62,4,1,442,493,52,1.13e-127,451
"18537","ASV21173","NODE_20_length_935_cov_380.679455",88.199,322,33,5,103,421,371,52,5.13e-106,379
"18538","ASV21173","NODE_32_length_255_cov_157.070312",90.667,75,7,0,347,421,2,76,4.47e-22,100
"18539","ASV21173","NODE_19_length_1017_cov_348.064045",90.667,75,7,0,347,421,2,76,4.47e-22,100
"18540","ASV21174","NODE_20_length_935_cov_380.679455",81.264,443,60,15,1,421,493,52,3.13e-93,337
"18541","ASV21175","NODE_20_length_935_cov_380.679455",93.197,294,20,0,149,442,345,52,4.08e-122,433
"18542","ASV21175","NODE_32_length_255_cov_157.070312",94.737,76,4,0,367,442,1,76,1.3e-27,119
"18543","ASV21175","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,367,442,1,76,1.3e-27,119
"18544","ASV21176","NODE_20_length_935_cov_380.679455",83.296,443,72,2,1,442,493,52,2.48e-114,407
